,,,,,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
839,Eric Weinrich\weinrer01,34,BOS,D,22,1,5,6,-8,10,0.7,0,1,0,1,3,2,0,28,3.6,569,25:52
840,Brad Werenka\werenbr01,31,CGY,D,33,1,4,5,-3,16,1.2,1,0,0,0,2,2,0,23,4.3,595,18:02
841,Glen Wesley\weslegl01,32,CAR,D,71,5,16,21,-2,42,5.2,2,3,0,0,9,7,0,92,5.4,1587,22:21
842,Tommy Westlund\westlto01,26,CAR,C,79,5,3,8,-9,23,0.0,5,0,0,1,3,0,0,47,10.6,740,9:22
843,Colin White\whiteco01,23,NJD,D,82,1,19,20,32,155,5.3,1,0,0,1,13,4,2,114,0.9,1567,19:06
844,Peter White\whitepe01,31,PHI,C,77,9,16,25,1,16,1.8,8,1,0,1,12,2,2,68,13.2,995,12:56
845,Todd White\whiteto02,25,OTT,C,16,4,1,5,5,4,0.9,4,0,0,0,0,1,0,12,33.3,137,8:33
846,Trent Whitfield\whitftr01,23,WSH,C,61,2,4,6,3,35,0.0,2,0,0,0,4,0,0,47,4.3,589,9:39
847,Ray Whitney\whitnra01,28,TOT,LW,46,10,24,34,-17,30,2.6,5,5,0,0,14,10,0,120,8.3,821,17:51
847,Ray Whitney\whitnra01,28,FLA,LW,43,10,21,31,-16,28,2.4,5,5,0,0,14,7,0,117,8.5,760,17:41
847,Ray Whitney\whitnra01,28,CBJ,LW,3,0,3,3,-1,2,0.2,0,0,0,0,0,3,0,3,0.0,61,20:17
848,Jason Wiemer\wiemeja01,24,CGY,C,65,10,5,15,-15,177,0.6,7,3,0,1,4,1,0,76,13.2,905,13:56
849,David Wilkie\wilkida01,26,NYR,D,1,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,1,0.0,12,11:33
850,Jason Williams\willija01,20,DET,RW,5,0,3,3,1,2,0.2,0,0,0,0,3,0,0,7,0.0,62,12:24
851,Justin Williams\williju01,19,PHI,RW,63,12,13,25,6,22,2.7,12,0,0,0,9,4,0,99,12.1,789,12:31
852,Shane Willis\willish01,23,CAR,RW,73,20,24,44,-6,45,4.7,11,9,0,6,15,9,0,172,11.6,1166,15:58
853,Clarke Wilm\wilmcl01,24,CGY,C,81,7,8,15,-11,69,0.0,5,2,0,0,7,1,0,85,8.2,1149,14:11
854,Landon Wilson\wilsola02,25,PHX,RW,70,18,13,31,3,92,3.8,16,2,0,3,9,4,0,123,14.6,800,11:26
855,Mike Wilson\wilsomi02,25,FLA,D,19,0,1,1,-7,25,-0.2,0,0,0,0,1,0,0,26,0.0,253,13:20
856,Johan Witehall\witehjo01,29,TOT,LW,41,1,4,5,-5,14,-0.3,1,0,0,0,4,0,0,34,2.9,405,9:53
856,Johan Witehall\witehjo01,29,MTL,LW,26,1,1,2,0,6,-0.1,1,0,0,0,1,0,0,18,5.6,267,10:17
856,Johan Witehall\witehjo01,29,NYR,LW,15,0,3,3,-5,8,-0.2,0,0,0,0,3,0,0,16,0.0,138,9:11
857,Brendan Witt\wittbr01,25,WSH,D,72,3,3,6,2,101,2.8,3,0,0,0,3,0,0,87,3.4,1489,20:41
858,Jason Woolley\woollja01,31,BUF,D,67,5,18,23,0,46,4.7,1,4,0,3,6,12,0,92,5.4,1164,17:22
859,Peter Worrell\worrepe01,23,FLA,LW,71,3,7,10,-10,248,-0.2,3,0,0,0,6,1,0,86,3.5,672,9:28
860,Mark Wotton\wottoma01,27,DAL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,14,13:45
861,Bob Wren\wrenbo01,26,MDA,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,12,11:41
862,Jamie Wright\wrighja01,24,DAL,LW,2,1,0,1,-3,0,0.1,1,0,0,0,0,0,0,4,25.0,22,10:45
863,Tyler Wright\wrighty01,27,CBJ,C,76,16,16,32,-9,140,2.7,11,4,1,2,12,4,0,141,11.3,1344,17:41
864,Vitali Yachmenev\yachmvi01,26,NSH,LW,78,15,19,34,-5,10,2.9,10,4,1,4,13,6,0,123,12.2,1393,17:52
865,Terry Yake\yakete01,32,WSH,RW,12,0,3,3,0,8,0.1,0,0,0,0,2,1,0,13,0.0,146,12:11
866,Alexei Yashin\yashial01,27,OTT,C,82,40,48,88,10,30,10.5,25,13,2,10,31,17,0,263,15.2,1672,20:24
867,Stephane Yelle\yellest01,26,COL,C,50,4,10,14,-3,20,0.4,3,0,1,0,10,0,0,54,7.4,723,14:28
868,Juha Ylonen\yloneju01,28,PHX,C,69,9,14,23,10,38,2.0,8,0,1,1,11,0,3,72,12.5,987,14:18
869,Jason York\yorkja01,30,OTT,D,74,6,16,22,7,72,4.6,3,3,0,2,13,3,0,133,4.5,1762,23:49
870,Mike York\yorkmi01,23,NYR,C,79,14,17,31,1,20,1.8,9,3,2,4,13,2,2,171,8.2,1403,17:45
871,Scott Young\youngsc01,33,STL,RW,81,40,33,73,15,30,9.8,23,14,3,7,16,16,1,321,12.5,1563,19:18
872,Dmitry Yushkevich\yushkdm01,29,TOR,D,81,5,19,24,-2,52,4.8,4,1,0,0,12,7,0,110,4.5,1963,24:14
873,Steve Yzerman*\yzermst01,35,DET,C,54,18,34,52,4,18,5.4,13,5,0,7,18,15,1,155,11.6,1201,22:14
874,Rob Zamuner\zamunro01,31,OTT,LW,79,19,18,37,7,52,3.9,16,1,2,4,17,1,0,123,15.4,1167,14:46
875,Richard Zednik\zedniri01,25,TOT,RW,74,19,25,44,-4,71,4.4,14,5,0,3,22,3,0,178,10.7,1185,16:01
875,Richard Zednik\zedniri01,25,WSH,RW,62,16,19,35,-2,61,3.5,12,4,0,3,17,2,0,155,10.3,963,15:32
875,Richard Zednik\zedniri01,25,MTL,RW,12,3,6,9,-2,10,0.8,2,1,0,0,5,1,0,23,13.0,222,18:29
876,Valeri Zelepukin\zelepva01,32,CHI,LW,36,3,4,7,-14,18,-0.2,1,0,2,0,4,0,0,38,7.9,436,12:07
877,Rob Zettler\zettlro01,32,WSH,D,29,0,4,4,0,55,0.8,0,0,0,0,4,0,0,17,0.0,352,12:08
878,Alex Zhamnov\zhamnal01,30,CHI,C,63,13,36,49,-12,40,3.9,9,3,1,3,18,17,1,117,11.1,1339,21:15
879,Alexei Zhitnik\zhitnal01,28,BUF,D,78,8,29,37,-3,75,7.3,3,5,0,1,12,17,0,149,5.4,1892,24:15
880,Sergei Zholtok\zholtse01,28,TOT,C,69,5,26,31,-7,30,1.8,4,1,0,0,15,11,0,139,3.6,979,14:11
880,Sergei Zholtok\zholtse01,28,EDM,C,37,4,16,20,8,22,1.9,3,1,0,0,11,5,0,61,6.6,478,12:55
880,Sergei Zholtok\zholtse01,28,MTL,C,32,1,10,11,-15,8,-0.1,1,0,0,0,4,6,0,78,1.3,500,15:38
881,Thomas Ziegler\zieglth01,22,TBL,C,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,25,4:57
882,Sergei Zubov*\zubovse01,30,DAL,D,79,10,41,51,22,24,10.7,4,6,0,1,19,20,2,173,5.8,2102,26:37
883,Dainius Zubrus\zubruda01,22,TOT,RW,61,13,13,26,-11,37,2.0,9,4,0,0,9,4,0,83,15.7,1063,17:26
883,Dainius Zubrus\zubruda01,22,MTL,RW,49,12,12,24,-7,30,2.1,9,3,0,0,8,4,0,70,17.1,906,18:30
883,Dainius Zubrus\zubruda01,22,WSH,RW,12,1,1,2,-4,7,-0.1,0,1,0,0,1,0,0,13,7.7,157,13:05
884,Andrei Zyuzin\zyuzian01,23,TBL,D,64,4,16,20,-8,76,3.2,1,2,1,1,13,3,0,92,4.3,1193,18:39
